Game ID,Game URL,Game Recap,Game BoxScore,Game Charts,Game Play_By_Play
22500123,https://www.nba.com/game/phi-vs-was-0022500123,https://www.nba.com/game/phi-vs-was-0022500123?watchRecap=true,https://www.nba.com/game/phi-vs-was-0022500123/box-score,https://www.nba.com/game/phi-vs-was-0022500123/game-charts,https://www.nba.com/game/phi-vs-was-0022500123/play-by-play?latest=0
22500124,https://www.nba.com/game/cha-vs-mia-0022500124,https://www.nba.com/game/cha-vs-mia-0022500124?watchRecap=true,https://www.nba.com/game/cha-vs-mia-0022500124/box-score,https://www.nba.com/game/cha-vs-mia-0022500124/game-charts,https://www.nba.com/game/cha-vs-mia-0022500124/play-by-play?latest=0
22500132,https://www.nba.com/game/sac-vs-chi-0022500132,https://www.nba.com/game/sac-vs-chi-0022500132?watchRecap=true,https://www.nba.com/game/sac-vs-chi-0022500132/box-score,https://www.nba.com/game/sac-vs-chi-0022500132/game-charts,https://www.nba.com/game/sac-vs-chi-0022500132/play-by-play?latest=0
22500133,https://www.nba.com/game/ind-vs-dal-0022500133,https://www.nba.com/game/ind-vs-dal-0022500133?watchRecap=true,https://www.nba.com/game/ind-vs-dal-0022500133/box-score,https://www.nba.com/game/ind-vs-dal-0022500133/game-charts,https://www.nba.com/game/ind-vs-dal-0022500133/play-by-play?latest=0
22500134,https://www.nba.com/game/nop-vs-den-0022500134,https://www.nba.com/game/nop-vs-den-0022500134?watchRecap=true,https://www.nba.com/game/nop-vs-den-0022500134/box-score,https://www.nba.com/game/nop-vs-den-0022500134/game-charts,https://www.nba.com/game/nop-vs-den-0022500134/play-by-play?latest=0
22500135,https://www.nba.com/game/por-vs-uta-0022500135,https://www.nba.com/game/por-vs-uta-0022500135?watchRecap=true,https://www.nba.com/game/por-vs-uta-0022500135/box-score,https://www.nba.com/game/por-vs-uta-0022500135/game-charts,https://www.nba.com/game/por-vs-uta-0022500135/play-by-play?latest=0
22500136,https://www.nba.com/game/lal-vs-min-0022500136,https://www.nba.com/game/lal-vs-min-0022500136?watchRecap=true,https://www.nba.com/game/lal-vs-min-0022500136/box-score,https://www.nba.com/game/lal-vs-min-0022500136/game-charts,https://www.nba.com/game/lal-vs-min-0022500136/play-by-play?latest=0
22500137,https://www.nba.com/game/mem-vs-phx-0022500137,https://www.nba.com/game/mem-vs-phx-0022500137?watchRecap=true,https://www.nba.com/game/mem-vs-phx-0022500137/box-score,https://www.nba.com/game/mem-vs-phx-0022500137/game-charts,https://www.nba.com/game/mem-vs-phx-0022500137/play-by-play?latest=0
22500131,https://www.nba.com/game/hou-vs-tor-0022500131,https://www.nba.com/game/hou-vs-tor-0022500131?watchRecap=true,https://www.nba.com/game/hou-vs-tor-0022500131/box-score,https://www.nba.com/game/hou-vs-tor-0022500131/game-charts,https://www.nba.com/game/hou-vs-tor-0022500131/play-by-play?latest=0
22500128,https://www.nba.com/game/cle-vs-bos-0022500128,https://www.nba.com/game/cle-vs-bos-0022500128?watchRecap=true,https://www.nba.com/game/cle-vs-bos-0022500128/box-score,https://www.nba.com/game/cle-vs-bos-0022500128/game-charts,https://www.nba.com/game/cle-vs-bos-0022500128/play-by-play?latest=0
22500129,https://www.nba.com/game/orl-vs-det-0022500129,https://www.nba.com/game/orl-vs-det-0022500129?watchRecap=true,https://www.nba.com/game/orl-vs-det-0022500129/box-score,https://www.nba.com/game/orl-vs-det-0022500129/game-charts,https://www.nba.com/game/orl-vs-det-0022500129/play-by-play?latest=0
22500130,https://www.nba.com/game/atl-vs-bkn-0022500130,https://www.nba.com/game/atl-vs-bkn-0022500130?watchRecap=true,https://www.nba.com/game/atl-vs-bkn-0022500130/box-score,https://www.nba.com/game/atl-vs-bkn-0022500130/game-charts,https://www.nba.com/game/atl-vs-bkn-0022500130/play-by-play?latest=0
22500139,https://www.nba.com/game/gsw-vs-mil-0022500139,https://www.nba.com/game/gsw-vs-mil-0022500139?watchRecap=true,https://www.nba.com/game/gsw-vs-mil-0022500139/box-score,https://www.nba.com/game/gsw-vs-mil-0022500139/game-charts,https://www.nba.com/game/gsw-vs-mil-0022500139/play-by-play?latest=0
22500140,https://www.nba.com/game/was-vs-okc-0022500140,https://www.nba.com/game/was-vs-okc-0022500140?watchRecap=true,https://www.nba.com/game/was-vs-okc-0022500140/box-score,https://www.nba.com/game/was-vs-okc-0022500140/game-charts,https://www.nba.com/game/was-vs-okc-0022500140/play-by-play?latest=0
22500141,https://www.nba.com/game/mia-vs-sas-0022500141,https://www.nba.com/game/mia-vs-sas-0022500141?watchRecap=true,https://www.nba.com/game/mia-vs-sas-0022500141/box-score,https://www.nba.com/game/mia-vs-sas-0022500141/game-charts,https://www.nba.com/game/mia-vs-sas-0022500141/play-by-play?latest=0
